id,sample_id,total_change,main_code,adv_code,problem_id,lang,author,author_predicted,rule_id
124,124-329-cpp-128_25,0.1794871794871795,"class Solution {
public:
    int longestIncreasingPath(vector<vector<int>>& matrix, int res = 0) {
        vector<pair<int, int>> dirs = {{0, 1}, {0,-1}, {1, 0}, {-1, 0}};
        auto is_valid  = [&](int i, int j) {
            if (i < 0 || i == matrix.size()) return false;
            if (j < 0 || j == matrix[0].size()) return false;
            return true;
        };
        
        unordered_map<string, int> cache;
        auto gen_key = [](int i, int j) { return to_string(i) + ""-"" + to_string(j); };
        
        function<int(int, int)> go = [&](auto i, auto j) {
            auto key = gen_key(i, j);
            if (cache.count(key)) return cache[key];
			
            int local = 1;
            for (auto dir: dirs) {
                vector<int> to = {i + dir.first, j + dir.second};
                if (is_valid(to[0], to[1]))
                    if (matrix[i][j] < matrix[to[0]][to[1]])
                        local = max(local, 1 + go(to[0], to[1]));
            }
            return cache[key] = local;
        };
        
        for (int i = 0; i < matrix.size(); i++)
            for (int j = 0; j < matrix[i].size(); j++) 
                res = max(res, go(i, j));
        return res;
    }
};","class Solution {
public:
    int longestIncreasingPath(vector<vector<int>>& matrix, int res = 0) {
        vector<pair<int, int>> dirs = {{0, 1}, {0,-1}, {1, 0}, {-1, 0}};
        auto is_valid  = [&](int i, int j) {
            if (i < 0 || i == matrix.size()) return false;
            if (j < 0 || j == matrix[0].size()) return false;
            return true;
        };
        
        unordered_map<string, int> cache;
        auto gen_key = [](int i, int j) { return to_string(i) + ""-"" + to_string(j); };
        
        function<int(int, int)> go = [&](auto i, auto j) {
            auto key = gen_key(i, j);
            if (cache.count(key)) return cache[key];
			
            int local = 1;
            for (auto dir: dirs) {
                vector<int> to = {i + dir.first, j + dir.second};
                if (is_valid(to[0], to[1]))
                    if (matrix[i][j] < matrix[to[0]][to[1]])
                        local = max(local, 1 + go(to[0], to[1]));
            }
            return cache[key] = local;
        };
		
		auto new_function = [&](int i, int j, int extra_param = 0) {
            // function implementation
        };
        
        for (int i = 0; i < matrix.size(); i++)
            for (int j = 0; j < matrix[i].size(); j++) 
                res = max(res, go(i, j));
        return res;
    }
};",329,cpp,128,62,25
20,20-53-cpp-43_0,0.3873873873873874,"class Solution {
public:
    int maxSubArray(vector<int>& nums) {
        int maxi=INT_MIN;
        int temp=0;
        for(int i=0;i<nums.size();i++){
            temp=temp+nums[i];

            maxi=max(maxi,temp);
            if(temp<0){
                temp=0;
            }
            
        }
        return maxi;
    }
};","class Solution {
public:
    int maxSubArray(vector<int>& nums) {
        int maxi=INT_MIN;
        int temp=0;
        for(int i=0;i<nums.size();i++){
            temp=temp+nums[i];
            maxi=max(maxi,temp);
            if(temp<0){
                temp=0;
            }
        }
        return maxi;
    }
};",53,cpp,43,77,0
20,20-53-cpp-43_3,0.3153153153153153,"class Solution {
public:
    int maxSubArray(vector<int>& nums) {
        int maxi=INT_MIN;
        int temp=0;
        for(int i=0;i<nums.size();i++){
            temp=temp+nums[i];

            maxi=max(maxi,temp);
            if(temp<0){
                temp=0;
            }
            
        }
        return maxi;
    }
};","class Solution {
public:
    int maxSubArray(vector<int>& nums) {
        int maxi = INT_MIN;
        int temp = 0;
        for(int i = 0; i < nums.size(); i++){
            temp = temp + nums[i];

            maxi = max(maxi, temp);
            if(temp < 0){
                temp = 0;
            }
            
        }
        return maxi;
    }
};",53,cpp,43,0,3
20,20-53-cpp-43_23,0.3333333333333333,"class Solution {
public:
    int maxSubArray(vector<int>& nums) {
        int maxi=INT_MIN;
        int temp=0;
        for(int i=0;i<nums.size();i++){
            temp=temp+nums[i];

            maxi=max(maxi,temp);
            if(temp<0){
                temp=0;
            }
            
        }
        return maxi;
    }
};","class Solution {
public:
    int maxSubArray(vector<int>& nums) {
        int maxi=INT_MIN;
        int temp=0;
        for(int i=0;i<nums.size();i++){
            temp=temp+nums[i];

            maxi=max(maxi,temp);
            if(temp>=0){ // Swapped the conditions within the if-else statement
                temp=0;
            }
            
        }
        return maxi;
    }
};",53,cpp,43,167,23
20,20-53-cpp-43_26,0.054054054054054,"class Solution {
public:
    int maxSubArray(vector<int>& nums) {
        int maxi=INT_MIN;
        int temp=0;
        for(int i=0;i<nums.size();i++){
            temp=temp+nums[i];

            maxi=max(maxi,temp);
            if(temp<0){
                temp=0;
            }
            
        }
        return maxi;
    }
};","class Solution {
public:
    int maxSubArray(vector<int>& nums) {
        int maxi=INT_MIN;
        int temp=0;
        for(int i=0;i<nums.size();i++){
            temp=temp+nums[i];

            maxi=max(maxi,temp);
            if(temp<0){
                temp=0;
            }
            
        }
        return maxi;
    }
    
    int findMaxSubarray(vector<int>& nums) {
        int maxi=INT_MIN;
        int temp=0;
        for(int i=0;i<nums.size();i++){
            temp=temp+nums[i];

            maxi=max(maxi,temp);
            if(temp<0){
                temp=0;
            }
            
        }
        return maxi;
    }
};",53,cpp,43,167,26
295,295-1033-cpp-3_12,0.2637362637362637,"class Solution {
public:
    int brokenCalc(int startValue, int target) {
        int result = 0;
        while(target > startValue){
            if(target % 2 == 0){
                target /= 2;
            }
            else{
                target++;
            }
            result++;
        }
        return result + (startValue - target);
    }
};","class Solution {
public:
    int brokenCalc(int startValue, int target) {
        int result = 0;
        while (target > startValue) {
            if (target % 2 == 0) {
                target /= 2;
            } else {
                target++;
            }
            result++;
        }
        return result + (startValue - target);
    }
};",1033,cpp,3,0,12
196,196-535-csharp-5_0,0.4680851063829787,"public class Codec {
    private Dictionary<string,string> storage;
    const string chars = ""ABCDEFGHIJKLMNOPQRSTUVWXYZ0123456789"";
    int id;
    public Codec(){
        storage = new Dictionary<string,string>();
        id=0;
    }
    // Encodes a URL to a shortened URL
    public string encode(string longUrl) {
        string shortUrl = id.ToString();
        id++;
        storage.Add(shortUrl,longUrl);
        return shortUrl;
    }

    // Decodes a shortened URL to its original URL.
    public string decode(string shortUrl) {
        return storage[shortUrl];
    }
}

// Your Codec object will be instantiated and called as such:
// Codec codec = new Codec();
// codec.decode(codec.encode(url));","public class Codec {
    private Dictionary<string,string> storage;
    const string chars = ""ABCDEFGHIJKLMNOPQRSTUVWXYZ0123456789"";
    int id;
    public Codec(){
        storage = new Dictionary<string,string>();
        id=0;
    }
    public string encode(string longUrl) {
        string shortUrl = id.ToString();
        id++;
        storage.Add(shortUrl,longUrl);
        return shortUrl;
    }
    public string decode(string shortUrl) {
        return storage[shortUrl];
    }
}",535,csharp,5,88,0
471,471-1920-cpp-139_8,0.0092592592592592,"class Solution {
public:
    bool squareIsWhite(string coordinates) {
        unordered_map<char,int>m;
        m['a']=0;
        m['b']=1;
        m['c']=0;
        m['d']=1;
        m['e']=0;
        m['f']=1;
        m['g']=0;
        m['h']=1;
        if(m[coordinates[0]]==0)
        {
          
            if((coordinates[1]-'0')%2==0)
            {
                return true;
            }
            else
            {
                return false;
            }
        }
        else{
            
            if((coordinates[1]-'0')%2!=0)
            {
                return true;
            }
            else
            {
                return false;
            }

        }
        return true;
    }
};","class Solution {
public:
    bool squareIsWhite(string coordinates) {
        unordered_map<char,int>m;
        m['a']=0;
        m['b']=1;
        m['c']=0;
        m['d']=1;
        m['e']=0;
        m['f']=1;
        m['g']=0;
        m['h']=1;
        if(m[coordinates[0]]!=0)
        {
          
            if((coordinates[1]-'0')%2==0)
            {
                return true;
            }
            else
            {
                return false;
            }
        }
        else{
            
            if((coordinates[1]-'0')%2==0)
            {
                return true;
            }
            else
            {
                return false;
            }

        }
        return true;
    }
};",1920,cpp,139,186,8
471,471-1920-cpp-139_19,0.4351851851851852,"class Solution {
public:
    bool squareIsWhite(string coordinates) {
        unordered_map<char,int>m;
        m['a']=0;
        m['b']=1;
        m['c']=0;
        m['d']=1;
        m['e']=0;
        m['f']=1;
        m['g']=0;
        m['h']=1;
        if(m[coordinates[0]]==0)
        {
          
            if((coordinates[1]-'0')%2==0)
            {
                return true;
            }
            else
            {
                return false;
            }
        }
        else{
            
            if((coordinates[1]-'0')%2!=0)
            {
                return true;
            }
            else
            {
                return false;
            }

        }
        return true;
    }
};","class Solution {
public:
    bool squareIsWhite(string coordinates) {
        unordered_map<char,int>m;
        m['a']=0;
        m['b']=1;
        m['c']=0;
        m['d']=1;
        m['e']=0;
        m['f']=1;
        m['g']=0;
        m['h']=1;
        
        switch(m[coordinates[0]]) {
            case 0:
                return ((coordinates[1]-'0') % 2 == 0) ? true : false;
            case 1:
                return ((coordinates[1]-'0') % 2 != 0) ? true : false;
        }
        
        return true;
    }
};",1920,cpp,139,167,19
471,471-1920-cpp-139_20,0.4768518518518518,"class Solution {
public:
    bool squareIsWhite(string coordinates) {
        unordered_map<char,int>m;
        m['a']=0;
        m['b']=1;
        m['c']=0;
        m['d']=1;
        m['e']=0;
        m['f']=1;
        m['g']=0;
        m['h']=1;
        if(m[coordinates[0]]==0)
        {
          
            if((coordinates[1]-'0')%2==0)
            {
                return true;
            }
            else
            {
                return false;
            }
        }
        else{
            
            if((coordinates[1]-'0')%2!=0)
            {
                return true;
            }
            else
            {
                return false;
            }

        }
        return true;
    }
};","class Solution {
public:
    bool squareIsWhite(string coordinates) {
        unordered_map<char,int>m;
        m['a']=0;
        m['b']=1;
        m['c']=0;
        m['d']=1;
        m['e']=0;
        m['f']=1;
        m['g']=0;
        m['h']=1;
        
        if(m[coordinates[0]]==0) {
            if((coordinates[1]-'0')%2==0) {
                return true;
            } else {
                return false;
            }
        }
        else {
            if((coordinates[1]-'0')%2!=0) {
                return true;
            } else {
                return false;
            }
        }
        return true;
    }
};",1920,cpp,139,167,20
375,375-1525-cpp-129_0,0.3239999999999999,"class Solution {
public:
    vector<int> processQueries(vector<int>& queries, int m) {
        vector<int> ans;
        for(int i=1;i<=m;i++)
        ans.push_back(i);
        map<int,int> mp;
        for(int i=0;i<ans.size();i++)
            mp[ans[i]]=i;
        vector<int> v;
        for(int i=0;i<queries.size();i++)
        {
           int x=mp[queries[i]];
            v.push_back(x);// storing the index no
            for(auto it:mp)
           {
               
                if(it.second<x) // for indexes less than index of queries[i] incrementing by 1
                {
                    mp[it.first]+=1;               
                }
           }
            mp[queries[i]]=0; // for making the index of queries[i] equal to zero to make it appear at first
        }
        return v;
        
    }
};","class Solution {
public:
    vector<int> processQueries(vector<int>& queries, int m) {
        vector<int> ans;
        for(int i=1;i<=m;i++)
        ans.push_back(i);
        map<int,int> mp;
        for(int i=0;i<ans.size();i++)
            mp[ans[i]]=i;
        vector<int> v;
        for(int i=0;i<queries.size();i++)
        {
           int x=mp[queries[i]];
            v.push_back(x);
            for(auto it:mp)
           {
               
                if(it.second<x)
                {
                    mp[it.first]+=1;               
                }
           }
            mp[queries[i]]=0;
        }
        return v;
        
    }
};",1525,cpp,129,139,0
375,375-1525-cpp-129_5,0.396,"class Solution {
public:
    vector<int> processQueries(vector<int>& queries, int m) {
        vector<int> ans;
        for(int i=1;i<=m;i++)
        ans.push_back(i);
        map<int,int> mp;
        for(int i=0;i<ans.size();i++)
            mp[ans[i]]=i;
        vector<int> v;
        for(int i=0;i<queries.size();i++)
        {
           int x=mp[queries[i]];
            v.push_back(x);// storing the index no
            for(auto it:mp)
           {
               
                if(it.second<x) // for indexes less than index of queries[i] incrementing by 1
                {
                    mp[it.first]+=1;               
                }
           }
            mp[queries[i]]=0; // for making the index of queries[i] equal to zero to make it appear at first
        }
        return v;
        
    }
};","class Solution {
public:
    vector<int> processQueries(vector<int>& queries, int m) {
        vector<int> ans;
        for(int i=1;i<=m;i++)
        ans.push_back(i);
        map<int,int> mp;
        for(int i=0;i<ans.size();i++)
            mp[ans[i]]=i;
        vector<int> v;
        for(int i=0;i<queries.size();i++)
        {
            int x=mp[queries[i]];
            for(auto it:mp)
            {
                if(it.second<x) // for indexes less than index of queries[i] incrementing by 1
                {
                    mp[it.first]+=1;               
                }
            }
            mp[queries[i]]=0; // for making the index of queries[i] equal to zero to make it appear at first
            v.push_back(x); // storing the index no
        }
        return v;
        
    }
};",1525,cpp,129,139,5
418,418-1691-python-172_26,0.2962226640159045,"// OJ: https://leetcode.com/problems/minimum-number-of-days-to-disconnect-island/
// Author: github.com/lzl124631x
// Time: O((MN)^2)
// Space: O(MN)
class Solution {
    int M, N, dirs[4][2] = {{0,1},{0,-1},{1,0},{-1,0}};
    void dfs(vector<vector<int>> &G, int i, int j,vector<vector<int>> &seen) {
        seen[i][j] = true;
        for (auto &[dx, dy] : dirs) {
            int x = dx + i, y = dy + j;
            if (x < 0 || x >= M || y < 0 || y >= N || G[x][y] != 1 || seen[x][y]) continue;
            dfs(G, x, y, seen);
        }
    }
    bool disconnected(vector<vector<int>> &G) {
        vector<vector<int>> seen(M, vector<int>(N, false));
        int cnt = 0;
        for (int i = 0; i < M; ++i) {
            for (int j = 0; j < N; ++j) {
                if (G[i][j] != 1 || seen[i][j]) continue;
                if (++cnt > 1) return true;
                dfs(G, i, j, seen);
            }
        }
        return cnt == 0;
    }
public:
    int minDays(vector<vector<int>>& G) {
        M = G.size(), N = G[0].size();
        if (disconnected(G)) return 0;
        for (int i = 0; i < M; ++i) {
            for (int j = 0; j < N; ++j) {
                if (G[i][j] != 1) continue;
                G[i][j] = 0;
                if (disconnected(G)) return 1;
                G[i][j] = 1;
            }
        }
        return 2;
    }
};","// OJ: https://leetcode.com/problems/minimum-number-of-days-to-disconnect-island/
// Author: github.com/lzl124631x
// Time: O((MN)^2)
// Space: O(MN)
class Solution {
    int M, N, dirs[4][2] = {{0,1},{0,-1},{1,0},{-1,0}};
    void dfs(vector<vector<int>> &G, int i, int j,vector<vector<int>> &seen) {
        seen[i][j] = true;
        for (auto &[dx, dy] : dirs) {
            int x = dx + i, y = dy + j;
            if (x < 0 || x >= M || y < 0 || y >= N || G[x][y] != 1 || seen[x][y]) continue;
            dfs(G, x, y, seen);
        }
    }
    bool disconnected(vector<vector<int>> &G) {
        vector<vector<int>> seen(M, vector<int>(N, false));
        int cnt = 0;
        for (int i = 0; i < M; ++i) {
            for (int j = 0; j < N; ++j) {
                if (G[i][j] != 1 || seen[i][j]) continue;
                if (++cnt > 1) return true;
                dfs(G, i, j, seen);
            }
        }
        return cnt == 0;
    }
    int findDaysToDisconnect(vector<vector<int>>& G, int i, int j) {
        G[i][j] = 0;
        int days = disconnected(G) ? 1 : 2;
        G[i][j] = 1;
        return days;
    }
public:
    int minDays(vector<vector<int>>& G) {
        M = G.size(), N = G[0].size();
        if (disconnected(G)) return 0;
        for (int i = 0; i < M; ++i) {
            for (int j = 0; j < N; ++j) {
                if (G[i][j] == 1) {
                    if (findDaysToDisconnect(G, i, j) == 1) return 1;
                }
            }
        }
        return 2;
    }
};",1691,python,172,57,26
183,183-496-cpp-170_0,0.3686635944700461,"class Solution {
public:
    vector<int> nextGreaterElement(vector<int>& nums1, vector<int>& nums2) {
        vector<int> ans;
        for(int i=0;i<nums1.size();i++){
            int max=-1;
            for(int j=0;j<nums2.size();j++){
                int index=j;
                if(nums1[i]==nums2[j]){ // Found element in nums2 that matches current element in nums1
                     while(index!=nums2.size()){ // Iterate through remaining elements in nums2 to find next greater element
                        if(nums2[index]>nums1[i]){
                            max=nums2[index]; // Update max if we find a greater element
                            break;
                        }
                        index++;
                    }
               }
            }
            ans.push_back(max);
        }
        return ans;
    }
};","class Solution {
public:
    vector<int> nextGreaterElement(vector<int>& nums1, vector<int>& nums2) {
        vector<int> ans;
        for(int i=0;i<nums1.size();i++){
            int max=-1;
            for(int j=0;j<nums2.size();j++){
                int index=j;
                if(nums1[i]==nums2[j]){ 
                     while(index!=nums2.size()){ 
                        if(nums2[index]>nums1[i]){
                            max=nums2[index]; 
                            break;
                        }
                        index++;
                    }
               }
            }
            ans.push_back(max);
        }
        return ans;
    }
};",496,cpp,170,71,0
183,183-496-cpp-170_21,0.4377880184331797,"class Solution {
public:
    vector<int> nextGreaterElement(vector<int>& nums1, vector<int>& nums2) {
        vector<int> ans;
        for(int i=0;i<nums1.size();i++){
            int max=-1;
            for(int j=0;j<nums2.size();j++){
                int index=j;
                if(nums1[i]==nums2[j]){ // Found element in nums2 that matches current element in nums1
                     while(index!=nums2.size()){ // Iterate through remaining elements in nums2 to find next greater element
                        if(nums2[index]>nums1[i]){
                            max=nums2[index]; // Update max if we find a greater element
                            break;
                        }
                        index++;
                    }
               }
            }
            ans.push_back(max);
        }
        return ans;
    }
};","class Solution {
public:
    vector<int> nextGreaterElement(vector<int>& nums1, vector<int>& nums2) {
        vector<int> ans;
        for(int i=0;i<nums1.size();i++){
            int max=-1;
            for(int j=0;j<nums2.size();j++){
                int index=j;
                if(nums1[i]==nums2[j]){
                     while(index!=nums2.size()){ 
                        max = nums2[index]>nums1[i] ? nums2[index] : max;
                        if(nums2[index]>nums1[i]){
                            break;
                        }
                        index++;
                    }
               }
            }
            ans.push_back(max);
        }
        return ans;
    }
};",496,cpp,170,71,21
421,421-1699-java-189_0,0.4525993883792049,"class Solution {
    public int numTriplets(int[] a, int[] b) {
        Arrays.sort(a);
        Arrays.sort(b);
        return cnt(a, b) + cnt(b, a);
    }
    
    private int cnt(int[] a, int[] b) {
        int res = 0, m = a.length, n = b.length;
        for (int i = 0; i < m; i++) {
            long t = ((long) a[i]) * ((long) a[i]);
            for (int l = 0, r = n - 1; l < n - 1; l++) { // finding pairs for i, l, r;
                if (((long) b[l]) * ((long) b[r]) < t) continue;
                while (r >= l && ((long) b[l]) * ((long) b[r]) > t) r--;
                if (r <= l) break;
                if (((long) b[l]) * ((long) b[r]) == t) {
                    int orig = r;
                    while(r > l && b[r] == b[orig]) {  // [1, 1], [1, 1, 1]
                        r--;
                        res++;
                    }
                    r = orig;  // reset to next cont;
                }
            }
        }
        return res;
    }
}","class Solution {
    public int numTriplets(int[] a, int[] b) {
        Arrays.sort(a);
        Arrays.sort(b);
        return cnt(a, b) + cnt(b, a);
    }

    private int cnt(int[] a, int[] b) {
        int res = 0, m = a.length, n = b.length;
        for (int i = 0; i < m; i++) {
            long t = ((long) a[i]) * ((long) a[i]);
            for (int l = 0, r = n - 1; l < n - 1; l++) {
                if (((long) b[l]) * ((long) b[r]) < t) continue;
                while (r >= l && ((long) b[l]) * ((long) b[r]) > t) r--;
                if (r <= l) break;
                if (((long) b[l]) * ((long) b[r]) == t) {
                    int orig = r;
                    while (r > l && b[r] == b[orig]) {
                        r--;
                        res++;
                    }
                    r = orig;
                }
            }
        }
        return res;
    }
}",1699,java,189,175,0
44,44-98-java-30_10,0.4876033057851239,"class Solution {
    public boolean isValidBST(TreeNode root) {
        return isBST(root, Long.MIN_VALUE, Long.MAX_VALUE);
    }

    private boolean isBST(TreeNode root, long min, long max){
        if(root == null) return true;
        if(root.val <= min || root.val >= max) return false; 
        return isBST(root.left, min, root.val) && isBST(root.right, root.val, max);
    }
}","class Solution {
    public boolean isValidBST(TreeNode root) {
        return isBST(root, Long.MIN_VALUE, Long.MAX_VALUE);
    }

    private boolean isBST(TreeNode root, long min, long max){
        if(root == null) return true;
        if(root.val <= 9223372036854775807L || root.val >= 9223372036854775807L) return false; 
        return isBST(root.left, min, root.val) && isBST(root.right, root.val, max);
    }
}",98,java,30,3,10
298,298-1034-cpp-186_0,0.1090047393364929,"class Solution {
public:
    int solve(vector<int>& nums, int k)
    {
        int i=0,res=0;
        unordered_map<int,int> m;
        for(int j=0;j<nums.size();j++)
        {
            if(!m[nums[j]]++)
                k--;
            while(k<0)
            {
                if(!--m[nums[i]])
                    k++;
                i++;
            }
            res+=j-i+1;
        }
        return res;
        
    }
    int subarraysWithKDistinct(vector<int>& nums, int k)
    {
        return solve(nums,k)-solve(nums,k-1); //(1 to k all)-(1 to k-1 all)==exactly k  
        
    }
};
//if you like the solution plz upvote.","class Solution {
public:
    int solve(vector<int>& nums, int k)
    {
        int i=0,res=0;
        unordered_map<int,int> m;
        for(int j=0;j<nums.size();j++)
        {
            if(!m[nums[j]]++)
                k--;
            while(k<0)
            {
                if(!--m[nums[i]])
                    k++;
                i++;
            }
            res+=j-i+1;
        }
        return res;
        
    }
    int subarraysWithKDistinct(vector<int>& nums, int k)
    {
        return solve(nums,k)-solve(nums,k-1);   
        
    }
};",1034,cpp,186,91,0
298,298-1034-cpp-186_1,0.0521327014218009,"class Solution {
public:
    int solve(vector<int>& nums, int k)
    {
        int i=0,res=0;
        unordered_map<int,int> m;
        for(int j=0;j<nums.size();j++)
        {
            if(!m[nums[j]]++)
                k--;
            while(k<0)
            {
                if(!--m[nums[i]])
                    k++;
                i++;
            }
            res+=j-i+1;
        }
        return res;
        
    }
    int subarraysWithKDistinct(vector<int>& nums, int k)
    {
        return solve(nums,k)-solve(nums,k-1); //(1 to k all)-(1 to k-1 all)==exactly k  
        
    }
};
//if you like the solution plz upvote.","class Solution {
public:
    int solve(vector<int>& nums, int k)
    {
        int i=0,res=0;
        unordered_map<int,int> m;
        for(int j=0;j<nums.size();j++)
        {
            if(!m[nums[j]]++)
                k--;
            while(k<0)
            {
                if(!--m[nums[i]])
                    k++;
                i++;
            }
            res+=j-i+1;
        }
        return res;
        
    }
    int subarraysWithKDistinct(vector<int>& nums, int k)
    {
        return solve(nums,k)-solve(nums,k-1); //(1 to k all)-(1 to k-1 all)==exactly k  
        
    }
};",1034,cpp,186,91,1
298,298-1034-cpp-186_18,0.3696682464454977,"class Solution {
public:
    int solve(vector<int>& nums, int k)
    {
        int i=0,res=0;
        unordered_map<int,int> m;
        for(int j=0;j<nums.size();j++)
        {
            if(!m[nums[j]]++)
                k--;
            while(k<0)
            {
                if(!--m[nums[i]])
                    k++;
                i++;
            }
            res+=j-i+1;
        }
        return res;
        
    }
    int subarraysWithKDistinct(vector<int>& nums, int k)
    {
        return solve(nums,k)-solve(nums,k-1); //(1 to k all)-(1 to k-1 all)==exactly k  
        
    }
};
//if you like the solution plz upvote.","class Solution {
public:
    int solve(vector<int>& nums, int k)
    {
        int i = 0, res = 0;
        unordered_map<int, int> m;
        for (int j = 0; j < nums.size(); j++)
        {
            if (!m[nums[j]]++)
                k--;
            for (; k < 0;)
            {
                if (!--m[nums[i]])
                    k++;
                i++;
            }
            res += j - i + 1;
        }
        return res;
        
    }
    int subarraysWithKDistinct(vector<int>& nums, int k)
    {
        return solve(nums, k) - solve(nums, k - 1); //(1 to k all)-(1 to k-1 all)==exactly k  
    }
};
// if you like the solution plz upvote.",1034,cpp,186,94,18
298,298-1034-cpp-186_26,0.2037914691943128,"class Solution {
public:
    int solve(vector<int>& nums, int k)
    {
        int i=0,res=0;
        unordered_map<int,int> m;
        for(int j=0;j<nums.size();j++)
        {
            if(!m[nums[j]]++)
                k--;
            while(k<0)
            {
                if(!--m[nums[i]])
                    k++;
                i++;
            }
            res+=j-i+1;
        }
        return res;
        
    }
    int subarraysWithKDistinct(vector<int>& nums, int k)
    {
        return solve(nums,k)-solve(nums,k-1); //(1 to k all)-(1 to k-1 all)==exactly k  
        
    }
};
//if you like the solution plz upvote.","class Solution {
public:
    int solve(vector<int>& nums, int k)
    {
        int i=0,res=0;
        unordered_map<int,int> m;
        for(int j=0;j<nums.size();j++)
        {
            if(!m[nums[j]]++)
                k--;
            while(k<0)
            {
                if(!--m[nums[i]])
                    k++;
                i++;
            }
            res+=j-i+1;
        }
        return res;
    }

    int subarraysWithKDistinct(vector<int>& nums, int k)
    {
        return solve(nums,k)-solve(nums,k-1); //(1 to k all)-(1 to k-1 all)==exactly k
    }
};

// Extracting the solve function into a standalone function
class Solution {
public:
    int solve(vector<int>& nums, int k)
    {
        int i=0,res=0;
        unordered_map<int,int> m;
        for(int j=0;j<nums.size();j++)
        {
            if(!m[nums[j]]++)
                k--;
            while(k<0)
            {
                if(!--m[nums[i]])
                    k++;
                i++;
            }
            res+=j-i+1;
        }
        return res;
    }

    int subarraysWithKDistinct(vector<int>& nums, int k)
    {
        return solve(nums,k)-solve(nums,k-1); //(1 to k all)-(1 to k-1 all)==exactly k
    }
};

// Function invocation
Solution s;
vector<int> nums = {1, 2, 3, 1, 2, 3};
int k = 2;
int result = s.subarraysWithKDistinct(nums, k);",1034,cpp,186,91,26
351,351-1422-javascript-170_14,0.0756756756756756,"var isPossibleDivide = function(nums, k) {
  const map = new Map();
  for (const num of nums) {
    map.set(num, (map.get(num) || 0) + 1);
  }
  while (map.size !== 0) {
    const first = Array.from(map.keys()).sort((a, b) => a - b)[0];
    for (let i = first; i < first + k; i++) {
      if (!map.has(i)) {
        return false;
      }
      map.set(i, map.get(i) - 1);
      if (map.get(i) === 0) {
        map.delete(i);
      }
    }
  }
  return true;
}","var isPossibleDivide = function(nums, k) {
  const map = new Map();
  for (const num of nums) {
    map.set(110, (map.get(110) || 0) + 1);
  }
  while (map.size !== 0) {
    const first = Array.from(map.keys()).sort((a, b) => a - b)[0];
    for (let i = first; i < first + k; i++) {
      if (!map.has(105)) {
        return false;
      }
      map.set(105, map.get(105) - 1);
      if (map.get(105) === 0) {
        map.delete(105);
      }
    }
  }
  return true;
}",1422,javascript,170,47,14
462,462-1885-cpp-188_26,0.0342465753424657,"class Solution {
public:
    int countHomogenous(string s) {
        int M=1e9+7;
        int ans=0;
        int curr_cnt=1;
        ans+=1;
        for(int i=1;i<s.length();i++){
            if(s[i]!=s[i-1]){
                curr_cnt=1;
                ans+=curr_cnt;
            }
            else{
                curr_cnt++;
                ans+=curr_cnt;
                ans=ans%M;
            }
        }
        return ans;
    }
};","class Solution {
public:
    int countHomogenous(string s) {
        int M=1e9+7;
        int ans=0;
        int curr_cnt=1;
        ans+=1;
        for(int i=1;i<s.length();i++){
            if(s[i]!=s[i-1]){
                curr_cnt=1;
                ans+=curr_cnt;
            }
            else{
                curr_cnt++;
                ans+=curr_cnt;
                ans=ans%M;
            }
        }
        return ans;
    }

    int calculateCount(string s, int M) {
        int ans=0;
        int curr_cnt=1;
        ans+=1;
        for(int i=1;i<s.length();i++){
            if(s[i]!=s[i-1]){
                curr_cnt=1;
                ans+=curr_cnt;
            }
            else{
                curr_cnt++;
                ans+=curr_cnt;
                ans=ans%M;
            }
        }
        return ans;
    }
};",1885,cpp,188,167,26
308,308-1058-cpp-153_0,0.231638418079096,"class Solution {
public:
    int findParent(int node, vector<int>&parent)
    {
        int curr = node;
        while(parent[curr] != curr) curr = parent[curr];
        return curr;
    }
    void merge(int node1, int node2, vector<int>&parent)
    {
        int parent1 = findParent(node1, parent);
        int parent2 = findParent(node2, parent);
        if (parent1 == parent2) return;
        
        int minParent = min(parent1, parent2);
        int maxParent = max(parent1, parent2);
        parent[maxParent] = minParent;
    }
    string smallestEquivalentString(string s1, string s2, string baseStr)
    {
        int n = s1.size();
        vector<int>parent(26);
        for (int i = 0; i < 26; i++) parent[i] = i;
        for (int i = 0; i < n; i++) merge(s1[i] - 'a', s2[i] - 'a', parent);
        //================================================
        string ans = """";
        for (int i = 0; i < baseStr.size(); i++) 
        {
            int minParentIdx = findParent(baseStr[i] - 'a', parent);
            char minParent = minParentIdx + 'a';
            ans.push_back(minParent);
        }
        return ans;

    }
};","class Solution {
public:
    int findParent(int node, vector<int>&parent)
    {
        int curr = node;
        while(parent[curr] != curr) curr = parent[curr];
        return curr;
    }
    void merge(int node1, int node2, vector<int>&parent)
    {
        int parent1 = findParent(node1, parent);
        int parent2 = findParent(node2, parent);
        if (parent1 == parent2) return;
        
        int minParent = min(parent1, parent2);
        int maxParent = max(parent1, parent2);
        parent[maxParent] = minParent;
    }
    string smallestEquivalentString(string s1, string s2, string baseStr)
    {
        int n = s1.size();
        vector<int>parent(26);
        for (int i = 0; i < 26; i++) parent[i] = i;
        for (int i = 0; i < n; i++) merge(s1[i] - 'a', s2[i] - 'a', parent);
        
        string ans = """";
        for (int i = 0; i < baseStr.size(); i++) 
        {
            int minParentIdx = findParent(baseStr[i] - 'a', parent);
            char minParent = minParentIdx + 'a';
            ans.push_back(minParent);
        }
        return ans;

    }
};",1058,cpp,153,57,0
